1,430.90771992818674
2,443.10053859964097
3,450.81759425493715
4,450.81759425493715
5,450.81759425493715
6,450.81759425493715
7,452.4689407540395
8,452.4689407540395
9,452.4689407540395
10,452.4689407540395
11,456.7265709156194
12,456.7265709156194
13,464
14,464
15,470
16,470
17,470
18,470
19,470
20,485
21,470
22,478
23,497
24,497
25,497
26,497
27,497
28,497
29,497
30,497
31,497
32,497
33,497
34,497
35,497
36,497
37,497
38,497
39,497
40,497
41,497
42,497
43,497
44,497
45,497
46,497
47,497
48,497
49,497
50,497
51,497
52,497
53,497
54,497
55,497
56,497
57,497
58,497
59,497
60,497
61,497
62,497
63,497
64,497
65,497
66,497
67,497
68,497
69,497
70,497
71,497
72,497
73,497
74,497
75,497
76,497
77,497
78,497
79,497
80,497
81,497
82,497
83,497
84,497
85,497
86,497
87,497
88,497
89,497
90,497
91,497
92,497
93,497
94,497
95,497
96,497
97,497
98,497
99,497
100,497
101,505
102,505
103,505
104,505
105,505
106,505
107,505
108,505
109,505
110,505
111,505
112,505
113,505
114,505
115,505
116,505
117,505
118,505
119,505
120,505
121,505
122,505
123,505
124,505
125,505
126,505
127,505
128,505
129,505
130,505
131,505
132,505
133,505
134,505
135,505
136,505
137,505
138,505
139,505
140,505
141,505
142,505
143,505
144,505
145,505
146,505
147,505
148,505
149,505
150,505
151,505
152,505
153,505
154,505
155,505
156,505
157,505
158,505
159,505
160,505
161,505
162,505
163,505
164,505
165,505
166,505
167,505
168,505
169,505
170,505
171,505
172,505
173,505
174,505
175,505
176,505
177,505
178,505
179,505
180,505
181,505
182,505
183,505
184,505
185,505
186,505
187,505
188,505
189,505
190,505
191,505
192,505
193,505
194,505
195,505
196,505
197,505
198,505
199,505
200,505
201,505
202,509
203,509
204,509
205,509
206,509
207,509
208,509
209,509
210,509
211,509
212,509
213,509
214,509
215,509
216,509
217,509
218,509
219,509
220,509
221,509
222,509
223,509
224,509
225,509
226,509
227,509
228,509
229,509
230,509
231,509
232,509
233,509
234,509
235,509
236,509
237,509
238,509
239,509
240,509
241,509
242,509
243,509
244,509
245,509
246,509
247,509
248,509
249,509
250,509
251,509
252,509
253,509
254,509
255,509
256,509
257,509
258,509
259,509
260,509
261,509
262,509
263,509
264,509
265,509
266,509
267,509
268,509
269,509
270,509
271,509
272,509
273,509
274,517
275,517
276,517
277,517
278,517
279,517
280,517
281,517
282,517
283,517
284,517
285,517
286,517
287,517
288,517
289,517
290,517
291,517
292,517
293,517
294,517
295,517
296,517
297,517
298,517
299,517
300,517
301,517
302,517
303,517
304,517
305,517
306,517
307,517
308,517
309,517
310,517
311,517
312,517
313,517
314,517
315,517
316,517
317,517
318,517
319,517
320,517
321,517
322,517
323,517
324,517
325,517
326,517
327,517
328,517
329,517
330,517
331,517
332,517
333,517
334,517
335,517
336,517
337,517
338,517
339,517
340,517
341,517
342,517
343,517
344,517
345,517
346,517
347,517
348,517
349,517
350,517
351,517
352,517
353,517
354,517
355,517
356,517
357,517
358,517
359,517
360,517
361,517
362,517
363,517
364,517
365,517
366,517
367,517
368,517
369,517
370,517
371,517
372,517
373,517
374,517
375,517
376,517
377,517
378,517
379,517
380,517
381,517
382,517
383,517
384,517
385,517
386,517
387,517
388,517
389,517
390,517
391,517
392,517
393,517
394,517
395,517
396,517
397,517
398,517
399,517
400,517
401,517
402,517
403,517
404,517
405,517
406,517
407,517
408,517
409,517
410,517
411,517
412,517
413,517
414,517
415,517
416,517
417,517
418,517
419,517
